event,market,book,selection,opponent,bet_key,bet_odds,bet_dg_fair,bet_ev,bet_ts,close_odds,close_dg_fair,close_ts,pushed,graded,ts,odds_american
The Open Championship,round_matchups,caesars,"Scott, Adam","Gotterup, Chris",round_matchups caesars 6430 27774,2.2,0.4642,0.0213,2026-07-18 01:03:02.396978,-1,FALSE,2.2,0.4642,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+120
The Open Championship,round_matchups,betmgm,"Jarvis, Casey","Kitayama, Kurt",round_matchups betmgm 26947 21891,2.25,0.4536,0.0206,2026-07-18 01:03:02.396978,-2,FALSE,2.25,0.4536,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+125
The Open Championship,round_matchups,betmgm,"Parry, John","Thorbjornsen, Michael",round_matchups betmgm 13764 26649,2.15,0.4746,0.0203,2026-07-18 01:03:02.396978,0,FALSE,2.15,0.4746,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+115
The Open Championship,round_matchups,betmgm,"Molinari, Francesco","Scheffler, Scottie",round_matchups betmgm 7655 18417,3.8,0.2684,0.0201,2026-07-18 01:03:02.396978,-2,FALSE,3.8,0.2684,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+280
The Open Championship,round_matchups,betmgm,"Echavarria, Nico","Southgate, Matthew",round_matchups betmgm 22833 15191,1.7,0.6064,0.0308,2026-07-18 08:25:53.010095,3,TRUE,1.7,0.6064,2026-07-18 08:25:53.010095,TRUE,FALSE,2026-07-18 08:25:53.010095,-143
The Open Championship,round_matchups,fanduel,"Hisatsune, Ryo","Plunkett, Marcus",round_matchups fanduel 22760 29716,1.62,0.711,0.1486,2026-07-18 22:09:43.057432,3,TRUE,1.62,0.711,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-161
The Open Championship,round_matchups,caesars,"Hisatsune, Ryo","Plunkett, Marcus",round_matchups caesars 22760 29716,1.56,0.711,0.106,2026-07-18 22:09:43.057432,3,TRUE,1.56,0.711,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-179
The Open Championship,round_matchups,betmgm,"Cauley, Bud","Koepka, Brooks",round_matchups betmgm 14502 16243,2.15,0.5092,0.0947,2026-07-18 22:09:43.057432,1,TRUE,2.15,0.5092,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+115
The Open Championship,round_matchups,fanduel,"Suber, Jackson","DeChambeau, Bryson",round_matchups fanduel 29279 19841,2.62,0.4125,0.0829,2026-07-18 22:09:43.057432,3,TRUE,2.62,0.4125,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+162
The Open Championship,round_matchups,caesars,"Suber, Jackson","DeChambeau, Bryson",round_matchups caesars 29279 19841,2.6,0.4125,0.0726,2026-07-18 22:09:43.057432,3,TRUE,2.6,0.4125,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+160
The Open Championship,round_matchups,caesars,"MacIntyre, Robert","Young, Cameron",round_matchups caesars 23323 26651,1.95,0.5299,0.0346,2026-07-18 22:09:43.057432,2,TRUE,1.95,0.5299,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-105
The Open Championship,round_matchups,betmgm,"Taylor, Nick","Daffue, MJ",round_matchups betmgm 13126 17068,1.62,0.6351,0.0288,2026-07-18 22:09:43.057432,4,TRUE,1.62,0.6351,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-161
The Open Championship,round_matchups,betmgm,"Bradley, Keegan","Svensson, Jesper",round_matchups betmgm 13872 26850,1.74,0.5908,0.028,2026-07-18 22:09:43.057432,1,TRUE,1.74,0.5908,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-135
The Open Championship,round_matchups,betmgm,"Noren, Alex","Penge, Marco",round_matchups betmgm 10419 22465,1.74,0.5887,0.0243,2026-07-18 22:09:43.057432,3,TRUE,1.74,0.5887,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-135
The Open Championship,round_matchups,betmgm,"Fitzpatrick, Alex","Coody, Pierceson",round_matchups betmgm 25362 28309,1.69,0.6055,0.0234,2026-07-18 22:09:43.057432,1,TRUE,1.69,0.6055,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-145
The Open Championship,round_matchups,betmgm,"Lee, Min Woo","Hatton, Tyrrell",round_matchups betmgm 16841 14796,2.1,0.4861,0.0207,2026-07-18 22:09:43.057432,1,TRUE,2.1,0.4861,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+110
The Open Championship,round_matchups,caesars,"Lee, Min Woo","Hatton, Tyrrell",round_matchups caesars 16841 14796,2.1,0.4861,0.0207,2026-07-18 22:09:43.057432,1,TRUE,2.1,0.4861,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+110
The Open Championship,round_matchups,fanduel,"Lee, Min Woo","Hatton, Tyrrell",round_matchups fanduel 16841 14796,2.1,0.4861,0.0207,2026-07-18 22:09:43.057432,1,TRUE,2.1,0.4861,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+110
The Open Championship,round_matchups,betmgm,"Sullivan, Andy","Potgieter, Aldrich",round_matchups betmgm 15326 27900,2.1,0.5412,0.1366,2026-07-18 22:09:43.057432,-2,FALSE,2.1,0.5412,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+110
The Open Championship,round_matchups,caesars,"Higa, Kazuki","Uihlein, Peter",round_matchups caesars 15756 11357,2.05,0.533,0.0927,2026-07-18 22:09:43.057432,-1,FALSE,2.05,0.533,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+105
The Open Championship,round_matchups,caesars,"Ballester, Jose Luis","Scheffler, Scottie",round_matchups caesars 28473 18417,4.5,0.2405,0.0821,2026-07-18 22:09:43.057432,-3,FALSE,4.5,0.2405,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+350
The Open Championship,round_matchups,fanduel,"Ballester, Jose Luis","Scheffler, Scottie",round_matchups fanduel 28473 18417,4.5,0.2405,0.0821,2026-07-18 22:09:43.057432,-3,FALSE,4.5,0.2405,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+350
The Open Championship,round_matchups,caesars,"Smith, Jordan","McIlroy, Rory",round_matchups caesars 18586 10091,3,0.3563,0.0688,2026-07-18 22:09:43.057432,0,FALSE,3,0.3563,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+200
The Open Championship,round_matchups,betmgm,"Parry, John","Straka, Sepp",round_matchups betmgm 13764 17511,2.1,0.5079,0.0666,2026-07-18 22:09:43.057432,0,FALSE,2.1,0.5079,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+110
The Open Championship,round_matchups,caesars,"Molinari, Francesco","Morikawa, Collin",round_matchups caesars 7655 22085,2.75,0.3863,0.0622,2026-07-18 22:09:43.057432,-2,FALSE,2.75,0.3863,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+175
The Open Championship,round_matchups,caesars,"Sullivan, Andy","Potgieter, Aldrich",round_matchups caesars 15326 27900,1.95,0.5412,0.0567,2026-07-18 22:09:43.057432,-2,FALSE,1.95,0.5412,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-105
The Open Championship,round_matchups,caesars,"Parry, John","Straka, Sepp",round_matchups caesars 13764 17511,2.05,0.5079,0.0412,2026-07-18 22:09:43.057432,0,FALSE,2.05,0.5079,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+105
The Open Championship,round_matchups,caesars,"Kobori, Kazuma","Matsuyama, Hideki",round_matchups caesars 24369 13562,2.6,0.3984,0.0357,2026-07-18 22:09:43.057432,-2,FALSE,2.6,0.3984,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+160
The Open Championship,round_matchups,fanduel,"Sullivan, Andy","Potgieter, Aldrich",round_matchups fanduel 15326 27900,1.91,0.5412,0.0333,2026-07-18 22:09:43.057432,-2,FALSE,1.91,0.5412,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,-110
The Open Championship,round_matchups,betmgm,"Cantlay, Patrick","Gotterup, Chris",round_matchups betmgm 15466 27774,2.05,0.5039,0.033,2026-07-18 22:09:43.057432,-1,FALSE,2.05,0.5039,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+105
The Open Championship,round_matchups,caesars,"Cantlay, Patrick","Gotterup, Chris",round_matchups caesars 15466 27774,2.05,0.5039,0.033,2026-07-18 22:09:43.057432,-1,FALSE,2.05,0.5039,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+105
The Open Championship,round_matchups,caesars,"Echavarria, Nico","Im, Sungjae",round_matchups caesars 22833 17488,2.1,0.4893,0.0275,2026-07-18 22:09:43.057432,-1,FALSE,2.1,0.4893,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+110
The Open Championship,round_matchups,fanduel,"Echavarria, Nico","Im, Sungjae",round_matchups fanduel 22833 17488,2.1,0.4893,0.0275,2026-07-18 22:09:43.057432,-1,FALSE,2.1,0.4893,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+110
The Open Championship,round_matchups,fanduel,"Smith, Jordan","McIlroy, Rory",round_matchups fanduel 18586 10091,2.88,0.3563,0.0242,2026-07-18 22:09:43.057432,0,FALSE,2.88,0.3563,2026-07-18 22:09:43.057432,TRUE,FALSE,2026-07-18 22:09:43.057432,+188
The Open Championship,round_matchups,draftkings,"Cauley, Bud","Koepka, Brooks",round_matchups draftkings 14502 16243,2.16,0.5092,0.0998,2026-07-18 23:13:29.02738,1,TRUE,2.16,0.5092,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+116
The Open Championship,round_matchups,betmgm,"MacIntyre, Robert","Young, Cameron",round_matchups betmgm 23323 26651,2,0.5299,0.0599,2026-07-18 23:13:29.02738,2,TRUE,2,0.5299,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+100
The Open Championship,round_matchups,draftkings,"Lowry, Shane","Rahm, Jon",round_matchups draftkings 13900 19195,2.3,0.455,0.0464,2026-07-18 23:13:29.02738,2,TRUE,2.3,0.455,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+130
The Open Championship,round_matchups,draftkings,"MacIntyre, Robert","Young, Cameron",round_matchups draftkings 23323 26651,1.96,0.5299,0.0395,2026-07-18 23:13:29.02738,2,TRUE,1.96,0.5299,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,-104
The Open Championship,round_matchups,draftkings,"Cole, Eric","Schauffele, Xander",round_matchups draftkings 21756 19895,2.68,0.3876,0.0388,2026-07-18 23:13:29.02738,1,TRUE,2.68,0.3876,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+168
The Open Championship,round_matchups,fanduel,"Du Plessis, Hennie","Norris, Shaun",round_matchups fanduel 19421 7677,2,0.5187,0.0374,2026-07-18 23:13:29.02738,1,TRUE,2,0.5187,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+100
The Open Championship,round_matchups,draftkings,"Noren, Alex","Penge, Marco",round_matchups draftkings 10419 22465,1.75,0.5887,0.028,2026-07-18 23:13:29.02738,3,TRUE,1.75,0.5887,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,-133
The Open Championship,round_matchups,draftkings,"Bradley, Keegan","Svensson, Jesper",round_matchups draftkings 13872 26850,1.74,0.5908,0.0253,2026-07-18 23:13:29.02738,1,TRUE,1.74,0.5908,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,-135
The Open Championship,round_matchups,betmgm,"Lowry, Shane","Rahm, Jon",round_matchups betmgm 13900 19195,2.25,0.455,0.0237,2026-07-18 23:13:29.02738,2,TRUE,2.25,0.455,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+125
The Open Championship,round_matchups,draftkings,"Suber, Jackson","DeChambeau, Bryson",round_matchups draftkings 29279 19841,2.48,0.4125,0.0231,2026-07-18 23:13:29.02738,3,TRUE,2.48,0.4125,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+148
The Open Championship,round_matchups,draftkings,"Taylor, Nick","Daffue, MJ",round_matchups draftkings 13126 17068,1.61,0.6351,0.0223,2026-07-18 23:13:29.02738,4,TRUE,1.61,0.6351,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,-164
The Open Championship,round_matchups,draftkings,"Lee, Min Woo","Hatton, Tyrrell",round_matchups draftkings 16841 14796,2.1,0.4861,0.0207,2026-07-18 23:13:29.02738,1,TRUE,2.1,0.4861,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+110
The Open Championship,round_matchups,draftkings,"Ballester, Jose Luis","Scheffler, Scottie",round_matchups draftkings 28473 18417,5.4,0.2405,0.2986,2026-07-18 23:13:29.02738,-3,FALSE,5.4,0.2405,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+440
The Open Championship,round_matchups,draftkings,"Sullivan, Andy","Potgieter, Aldrich",round_matchups draftkings 15326 27900,2.12,0.5412,0.1474,2026-07-18 23:13:29.02738,-2,FALSE,2.12,0.5412,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+112
The Open Championship,round_matchups,draftkings,"Smith, Jordan","McIlroy, Rory",round_matchups draftkings 18586 10091,3.15,0.3563,0.1222,2026-07-18 23:13:29.02738,0,FALSE,3.15,0.3563,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+215
The Open Championship,round_matchups,draftkings,"Kobori, Kazuma","Matsuyama, Hideki",round_matchups draftkings 24369 13562,2.76,0.3984,0.0995,2026-07-18 23:13:29.02738,-2,FALSE,2.76,0.3984,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+176
The Open Championship,round_matchups,draftkings,"Molinari, Francesco","Morikawa, Collin",round_matchups draftkings 7655 22085,2.84,0.3863,0.097,2026-07-18 23:13:29.02738,-2,FALSE,2.84,0.3863,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+184
The Open Championship,round_matchups,draftkings,"Parry, John","Straka, Sepp",round_matchups draftkings 13764 17511,2.1,0.5079,0.0666,2026-07-18 23:13:29.02738,0,FALSE,2.1,0.5079,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+110
The Open Championship,round_matchups,betmgm,"Kobori, Kazuma","Matsuyama, Hideki",round_matchups betmgm 24369 13562,2.65,0.3984,0.0556,2026-07-18 23:13:29.02738,-2,FALSE,2.65,0.3984,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+165
The Open Championship,round_matchups,betmgm,"Smith, Jordan","McIlroy, Rory",round_matchups betmgm 18586 10091,2.95,0.3563,0.051,2026-07-18 23:13:29.02738,0,FALSE,2.95,0.3563,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+195
The Open Championship,round_matchups,draftkings,"Norris, Shaun","Thorbjornsen, Michael",round_matchups draftkings 7677 26649,2.52,0.4152,0.0463,2026-07-18 23:13:29.02738,-2,FALSE,2.52,0.4152,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+152
The Open Championship,round_matchups,betmgm,"Molinari, Francesco","Morikawa, Collin",round_matchups betmgm 7655 22085,2.7,0.3863,0.0429,2026-07-18 23:13:29.02738,-2,FALSE,2.7,0.3863,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+170
The Open Championship,round_matchups,bet365,"Smith, Jordan","McIlroy, Rory",round_matchups bet365 18586 10091,3.2,0.3229,0.0332,2026-07-18 23:13:29.02738,0,FALSE,3.2,0.3229,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+220
The Open Championship,round_matchups,fanduel,"Smith, Jordan","Thorbjornsen, Michael",round_matchups fanduel 18586 26649,2.1,0.4903,0.0297,2026-07-18 23:13:29.02738,-1,FALSE,2.1,0.4903,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+110
The Open Championship,round_matchups,bet365,"Sullivan, Andy","Potgieter, Aldrich",round_matchups bet365 15326 27900,2.1,0.4899,0.0288,2026-07-18 23:13:29.02738,-2,FALSE,2.1,0.4899,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+110
The Open Championship,round_matchups,draftkings,"Cantlay, Patrick","Gotterup, Chris",round_matchups draftkings 15466 27774,2.04,0.5039,0.0279,2026-07-18 23:13:29.02738,-1,FALSE,2.04,0.5039,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+104
The Open Championship,round_matchups,betmgm,"Echavarria, Nico","Im, Sungjae",round_matchups betmgm 22833 17488,2.1,0.4893,0.0275,2026-07-18 23:13:29.02738,-1,FALSE,2.1,0.4893,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+110
The Open Championship,round_matchups,betmgm,"Jarvis, Casey","Reitan, Kristoffer",round_matchups betmgm 26947 21407,2.2,0.4651,0.0231,2026-07-18 23:13:29.02738,-3,FALSE,2.2,0.4651,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+120
The Open Championship,round_matchups,draftkings,"Jarvis, Casey","Reitan, Kristoffer",round_matchups draftkings 26947 21407,2.2,0.4651,0.0231,2026-07-18 23:13:29.02738,-3,FALSE,2.2,0.4651,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+120
The Open Championship,round_matchups,betmgm,"Ballester, Jose Luis","Scheffler, Scottie",round_matchups betmgm 28473 18417,4.25,0.2405,0.022,2026-07-18 23:13:29.02738,-3,FALSE,4.25,0.2405,2026-07-18 23:13:29.02738,TRUE,FALSE,2026-07-18 23:13:29.02738,+325
The Open Championship,round_matchups,fanduel,"Schauffele, Xander","Aberg, Ludvig",round_matchups fanduel 19895 23950,2,0.5173,0.0346,2026-07-19 03:58:18.326462,0,FALSE,2,0.5173,2026-07-19 03:58:18.326462,TRUE,FALSE,2026-07-19 03:58:18.326462,+100
The Open Championship,round_matchups,caesars,"Herbert, Lucas","Aberg, Ludvig",round_matchups caesars 17064 23950,2.75,0.3711,0.0204,2026-07-19 03:58:18.326462,-2,FALSE,2.75,0.3711,2026-07-19 03:58:18.326462,TRUE,FALSE,2026-07-19 03:58:18.326462,+175
The Open Championship,round_matchups,fanduel,"Bradley, Keegan","Svensson, Jesper",round_matchups fanduel 13872 26850,1.73,0.5908,0.0205,2026-07-19 06:31:27.380514,1,TRUE,1.73,0.5908,2026-07-19 06:31:27.380514,TRUE,FALSE,2026-07-19 06:31:27.380514,-137
The Open Championship,round_matchups,caesars,"Cauley, Bud","Koepka, Brooks",round_matchups caesars 14502 16243,2.05,0.5092,0.0438,2026-07-19 08:56:48.201266,1,TRUE,2.05,0.5092,2026-07-19 08:56:48.201266,TRUE,FALSE,2026-07-19 08:56:48.201266,+105
The Open Championship,round_matchups,fanduel,"Herbert, Lucas","Aberg, Ludvig",round_matchups fanduel 17064 23950,2.75,0.3711,0.0204,2026-07-19 08:56:48.201266,-2,FALSE,2.75,0.3711,2026-07-19 08:56:48.201266,TRUE,FALSE,2026-07-19 08:56:48.201266,+175
3m Open,tournament_matchups,fanduel,"Jarvis, Casey","Grillo, Emiliano",tournament_matchups fanduel 26947 12808,1.9,0.5549,0.0543,2026-07-20 21:57:27.84679,-1,FALSE,1.9,0.5549,2026-07-20 21:57:27.84679,TRUE,FALSE,2026-07-20 21:57:27.84679,-111
3m Open,tournament_matchups,bet365,"Matsuyama, Hideki","Knapp, Jake",tournament_matchups bet365 13562 19396,1.8,0.5738,0.0328,2026-07-20 21:57:27.84679,-1,FALSE,1.8,0.5738,2026-07-20 21:57:27.84679,TRUE,FALSE,2026-07-20 21:57:27.84679,-125
3m Open,tournament_matchups,caesars,"Putnam, Andrew","Glover, Lucas",tournament_matchups caesars 14704 7399,1.83,0.5603,0.0273,2026-07-20 21:57:27.84679,0,FALSE,1.83,0.5603,2026-07-20 21:57:27.84679,TRUE,FALSE,2026-07-20 21:57:27.84679,-120
3m Open,tournament_matchups,fanduel,"Parry, John","Li, Haotong",tournament_matchups fanduel 13764 15310,1.73,0.5916,0.0218,2026-07-20 21:57:27.84679,0,FALSE,1.73,0.5916,2026-07-20 21:57:27.84679,TRUE,FALSE,2026-07-20 21:57:27.84679,-137
3m Open,tournament_matchups,caesars,"Suber, Jackson","Coody, Pierceson",tournament_matchups caesars 29279 28309,2.05,0.5004,0.0259,2026-07-21 03:49:34.720636,0,FALSE,2.05,0.5004,2026-07-21 03:49:34.720636,TRUE,FALSE,2026-07-21 03:49:34.720636,+105
3m Open,tournament_matchups,bet365,"Meissner, Mac","Homa, Max",tournament_matchups bet365 28159 17538,2,0.5105,0.021,2026-07-21 03:49:34.720636,0,FALSE,2,0.5105,2026-07-21 03:49:34.720636,TRUE,FALSE,2026-07-21 03:49:34.720636,+100
3m Open,tournament_matchups,bet365,"Conners, Corey","Woodland, Gary",tournament_matchups bet365 17576 12577,1.83,0.5651,0.0342,2026-07-21 09:14:58.209239,1,TRUE,1.83,0.5651,2026-07-21 09:14:58.209239,TRUE,FALSE,2026-07-21 09:14:58.209239,-120
3m Open,tournament_matchups,betmgm,"Mitchell, Keith","Knapp, Jake",tournament_matchups betmgm 17365 19396,1.85,0.5553,0.0272,2026-07-21 16:45:31.479275,0,FALSE,1.85,0.5553,2026-07-21 16:45:31.479275,TRUE,FALSE,2026-07-21 16:45:31.479275,-118
3m Open,3_balls,fanduel,"Keefer, Johnny","Sargent, Gordon / Clanton, Luke","3_balls fanduel 32457 30814,32330",2.25,0.4721,0.0621,2026-07-21 19:54:41.799462,1,TRUE,2.25,0.4721,2026-07-21 19:54:41.799462,TRUE,FALSE,2026-07-21 19:54:41.799462,+125
3m Open,3_balls,caesars,"Keefer, Johnny","Sargent, Gordon / Clanton, Luke","3_balls caesars 32457 30814,32330",2.2,0.4721,0.0385,2026-07-21 19:54:41.799462,1,TRUE,2.2,0.4721,2026-07-21 19:54:41.799462,TRUE,FALSE,2026-07-21 19:54:41.799462,+120
3m Open,3_balls,caesars,"Roy, Kevin","List, Luke / Grillo, Emiliano","3_balls caesars 18424 12808,7960",2.8,0.3702,0.0367,2026-07-21 19:54:41.799462,1.5,TRUE,2.8,0.3702,2026-07-21 19:54:41.799462,TRUE,FALSE,2026-07-21 19:54:41.799462,+180
3m Open,3_balls,fanduel,"Wu, Dylan","Olesen, Thorbjorn / Higgs, Harry","3_balls fanduel 25002 13412,14140",3.3,0.3103,0.024,2026-07-21 19:54:41.799462,1,TRUE,3.3,0.3103,2026-07-21 19:54:41.799462,TRUE,FALSE,2026-07-21 19:54:41.799462,+230
3m Open,3_balls,caesars,"Hubbard, Mark","Brehm, Ryan / Van Rooyen, Erik","3_balls caesars 16333 10423,17550",2.5,0.4151,0.0378,2026-07-21 19:54:41.799462,0.5,FALSE,2.5,0.4151,2026-07-21 19:54:41.799462,TRUE,FALSE,2026-07-21 19:54:41.799462,+150
3m Open,tournament_matchups,fanduel,"Meissner, Mac","Brennan, Michael",tournament_matchups fanduel 28159 29197,1.8,0.5697,0.0254,2026-07-21 19:54:41.799462,-1,FALSE,1.8,0.5697,2026-07-21 19:54:41.799462,TRUE,FALSE,2026-07-21 19:54:41.799462,-125
3m Open,3_balls,fanduel,"Svensson, Adam","Schmid, Matti / Champ, Cameron","3_balls fanduel 13997 20722,23542",3.1,0.3386,0.0496,2026-07-22 03:50:19.361991,0.5,FALSE,3.1,0.3386,2026-07-22 03:50:19.361991,TRUE,FALSE,2026-07-22 03:50:19.361991,+210
3M Open,3_balls,fanduel,"Harman, Brian","Glover, Lucas / Fisk, Steven","3_balls fanduel 8825 26657,7399",2.7,0.3805,0.0273,2026-07-22 11:22:33.670585,1.5,TRUE,2.7,0.3805,2026-07-22 11:22:33.670585,TRUE,FALSE,2026-07-22 11:22:33.670585,+170
3M Open,3_balls,fanduel,"Snedeker, Brandt","Kuchar, Matt / Brennan, Michael","3_balls fanduel 8820 29197,6169",3.3,0.312,0.0297,2026-07-22 11:22:33.670585,0.5,FALSE,3.3,0.312,2026-07-22 11:22:33.670585,TRUE,FALSE,2026-07-22 11:22:33.670585,+230
3M Open,tournament_matchups,caesars,"Stevens, Sam","James, Ben",tournament_matchups caesars 25569 29827,1.95,0.5259,0.0268,2026-07-22 11:22:33.670585,0,FALSE,1.95,0.5259,2026-07-22 11:22:33.670585,TRUE,FALSE,2026-07-22 11:22:33.670585,-105
