event,market,book,selection,opponent,bet_key,bet_odds,bet_dg_fair,bet_ev,bet_ts,close_odds,close_dg_fair,close_ts,pushed,graded,ts,odds_american
The Open Championship,3_balls,draftkings,"Cink, Stewart","Vincent, Scott / Lagergren, Joakim","3_balls draftkings 5665 14559,14780",2.62,0.3916,0.0261,2026-07-14 14:16:48.194814,-1,FALSE,2.62,0.3916,2026-07-14 14:16:48.194814,TRUE,FALSE,2026-07-14 14:16:48.194814,+162
The Open Championship,tournament_matchups,fanduel,"Cantlay, Patrick","Lowry, Shane",tournament_matchups fanduel 15466 13900,2.1,0.4871,0.023,2026-07-14 14:16:48.194814,-1,FALSE,2.1,0.4871,2026-07-14 14:16:48.194814,TRUE,FALSE,2026-07-14 14:16:48.194814,+110
The Open Championship,3_balls,bet365,"Laporta, Francesco","Uihlein, Peter / Docherty, Alistair","3_balls bet365 14987 11357,24962",2.62,0.3901,0.0221,2026-07-14 14:16:48.194814,-1,FALSE,2.62,0.3901,2026-07-14 14:16:48.194814,TRUE,FALSE,2026-07-14 14:16:48.194814,+162
The Open Championship,tournament_matchups,bet365,"Hovland, Viktor","Hatton, Tyrrell",tournament_matchups bet365 18841 14796,2,0.5342,0.0684,2026-07-14 19:48:08.358371,2,TRUE,2,0.5342,2026-07-14 19:48:08.358371,TRUE,FALSE,2026-07-14 19:48:08.358371,+100
The Open Championship,tournament_matchups,caesars,"Koepka, Brooks","McNealy, Maverick",tournament_matchups caesars 16243 18634,2.25,0.4574,0.0292,2026-07-14 19:48:08.358371,1,TRUE,2.25,0.4574,2026-07-14 19:48:08.358371,TRUE,FALSE,2026-07-14 19:48:08.358371,+125
The Open Championship,3_balls,betmgm,"Cink, Stewart","Vincent, Scott / Lagergren, Joakim","3_balls betmgm 5665 14559,14780",2.7,0.3916,0.0574,2026-07-14 21:54:10.955013,-1,FALSE,2.7,0.3916,2026-07-14 21:54:10.955013,TRUE,FALSE,2026-07-14 21:54:10.955013,+170
The Open Championship,3_balls,betmgm,"Docherty, Alistair","Uihlein, Peter / Laporta, Francesco","3_balls betmgm 24962 11357,14987",3.1,0.3345,0.0371,2026-07-14 21:54:10.955013,-1,FALSE,3.1,0.3345,2026-07-14 21:54:10.955013,TRUE,FALSE,2026-07-14 21:54:10.955013,+210
The Open Championship,tournament_matchups,caesars,"Schaper, Jayden","Potgieter, Aldrich",tournament_matchups caesars 26991 27900,1.77,0.5941,0.0511,2026-07-15 01:55:41.259082,-1,FALSE,1.77,0.5941,2026-07-15 01:55:41.259082,TRUE,FALSE,2026-07-15 01:55:41.259082,-130
The Open Championship,round_matchups,bet365,"Hovland, Viktor","Hatton, Tyrrell",round_matchups bet365 18841 14796,1.9,0.5417,0.0292,2026-07-15 04:48:19.778881,2,TRUE,1.9,0.5417,2026-07-15 04:48:19.778881,TRUE,FALSE,2026-07-15 04:48:19.778881,-111
The Open Championship,round_matchups,bet365,"Fowler, Rickie","Kitayama, Kurt",round_matchups bet365 12965 21891,1.9,0.5433,0.0323,2026-07-15 04:48:19.778881,0,FALSE,1.9,0.5433,2026-07-15 04:48:19.778881,TRUE,FALSE,2026-07-15 04:48:19.778881,-111
The Open Championship,tournament_matchups,caesars,"McKibbin, Tom","Puig, David",tournament_matchups caesars 22322 28984,1.8,0.5717,0.029,2026-07-15 04:48:19.778881,-1,FALSE,1.8,0.5717,2026-07-15 04:48:19.778881,TRUE,FALSE,2026-07-15 04:48:19.778881,-125
The Open Championship,3_balls,betmgm,"Duval, David","Southgate, Matthew / Couvra, Martin","3_balls betmgm 4761 15191,27811",7.5,0.1672,0.2542,2026-07-15 12:45:00.064649,-1,FALSE,7.5,0.1672,2026-07-15 12:45:00.064649,TRUE,FALSE,2026-07-15 12:45:00.064649,+650
The Open Championship,round_matchups,bet365,"Schauffele, Xander","Gotterup, Chris",round_matchups bet365 19895 27774,1.9,0.5388,0.0237,2026-07-15 16:16:48.513106,-1,FALSE,1.9,0.5388,2026-07-15 16:16:48.513106,TRUE,FALSE,2026-07-15 16:16:48.513106,-111
The Open Championship,3_balls,fanduel,"Parry, John","Cole, Eric / Christensen, Tiger","3_balls fanduel 13764 21756,31123",2.45,0.4174,0.0225,2026-07-15 22:35:47.31258,-1,FALSE,2.45,0.4174,2026-07-15 22:35:47.31258,TRUE,FALSE,2026-07-15 22:35:47.31258,+145
The Open Championship,tournament_matchups,caesars,"Thorbjornsen, Michael","Bhatia, Akshay",tournament_matchups caesars 26649 26096,2.22,0.4693,0.0417,2026-07-16 01:04:33.446577,1,TRUE,2.22,0.4693,2026-07-16 01:04:33.446577,TRUE,FALSE,2026-07-16 01:04:33.446577,+122
The Open Championship,tournament_matchups,fanduel,"Thorbjornsen, Michael","Bhatia, Akshay",tournament_matchups fanduel 26649 26096,2.2,0.4693,0.0324,2026-07-16 01:04:33.446577,1,TRUE,2.2,0.4693,2026-07-16 01:04:33.446577,TRUE,FALSE,2026-07-16 01:04:33.446577,+120
The Open Championship,3_balls,fanduel,"Hojgaard, Nicolai","Spaun, J.J. / Morikawa, Collin","3_balls fanduel 23602 17536,22085",3.4,0.3017,0.0258,2026-07-16 07:06:46.073544,1,TRUE,3.4,0.3017,2026-07-16 07:06:46.073544,TRUE,FALSE,2026-07-16 07:06:46.073544,+240
The Open Championship,tournament_matchups,fanduel,"Kim, Si Woo","Lee, Min Woo",tournament_matchups fanduel 14609 16841,1.9,0.5389,0.0239,2026-07-16 07:06:46.073544,0,FALSE,1.9,0.5389,2026-07-16 07:06:46.073544,TRUE,FALSE,2026-07-16 07:06:46.073544,-111
The Open Championship,3_balls,bet365,"Nicholas, James","Baldwin, Matthew / Detry, Thomas","3_balls bet365 27598 13344,14181",6,0.219,0.3139,2026-07-16 21:41:22.806913,1,TRUE,6,0.219,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+500
The Open Championship,3_balls,caesars,"Bairstow, Sam","Truslow, Austen / John, Cameron","3_balls caesars 28615 18239,19390",2.55,0.4291,0.0943,2026-07-16 21:41:22.806913,1,TRUE,2.55,0.4291,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+155
The Open Championship,round_matchups,draftkings,"Kim, Si Woo","DeChambeau, Bryson",round_matchups draftkings 14609 19841,1.89,0.5731,0.0847,2026-07-16 21:41:22.806913,2,TRUE,1.89,0.5731,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,-112
The Open Championship,round_matchups,draftkings,"Cauley, Bud","Straka, Sepp",round_matchups draftkings 14502 17511,2.02,0.53,0.0706,2026-07-16 21:41:22.806913,1,TRUE,2.02,0.53,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+102
The Open Championship,3_balls,fanduel,"Mitchell, Keith","Smith, Cameron / Grehan, Stuart","3_balls fanduel 17365 15856,22633",2.35,0.455,0.0692,2026-07-16 21:41:22.806913,3,TRUE,2.35,0.455,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+135
The Open Championship,3_balls,draftkings,"Gerard, Ryan","McNealy, Maverick / Puig, David","3_balls draftkings 29767 18634,28984",2.8,0.3776,0.0573,2026-07-16 21:41:22.806913,1,TRUE,2.8,0.3776,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+180
The Open Championship,3_balls,draftkings,"Hovland, Viktor","Rose, Justin / Henley, Russell","3_balls draftkings 18841 14578,6093",2.7,0.3903,0.0538,2026-07-16 21:41:22.806913,1.5,TRUE,2.7,0.3903,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+170
The Open Championship,round_matchups,bet365,"Reitan, Kristoffer","Smith, Cameron",round_matchups bet365 21407 15856,1.9,0.5529,0.0506,2026-07-16 21:41:22.806913,3,TRUE,1.9,0.5529,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,-111
The Open Championship,3_balls,fanduel,"Fleetwood, Tommy","Spieth, Jordan / Rahm, Jon","3_balls fanduel 12294 14636,19195",2.45,0.4264,0.0447,2026-07-16 21:41:22.806913,1.5,TRUE,2.45,0.4264,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+145
The Open Championship,3_balls,fanduel,"Fox, Ryan","Novak, Andrew / Jordan, Matthew","3_balls fanduel 11889 23475,25601",2.6,0.3991,0.0377,2026-07-16 21:41:22.806913,1.5,TRUE,2.6,0.3991,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+160
The Open Championship,round_matchups,draftkings,"Fleetwood, Tommy","Scheffler, Scottie",round_matchups draftkings 12294 18417,2.28,0.4551,0.0376,2026-07-16 21:41:22.806913,1,TRUE,2.28,0.4551,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+128
The Open Championship,3_balls,fanduel,"Kitayama, Kurt","Straka, Sepp / Niemann, Joaquin","3_balls fanduel 21891 17511,18079",2.8,0.3697,0.0352,2026-07-16 21:41:22.806913,1,TRUE,2.8,0.3697,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+180
The Open Championship,3_balls,draftkings,"Fitzpatrick, Matt","McIlroy, Rory / Schauffele, Xander","3_balls draftkings 17646 10091,19895",2.9,0.3553,0.0305,2026-07-16 21:41:22.806913,1.5,TRUE,2.9,0.3553,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+190
The Open Championship,3_balls,draftkings,"Du Plessis, Hennie","Ballester, Jose Luis / Bradbury, Dan","3_balls draftkings 19421 28473,29971",2.64,0.3884,0.0254,2026-07-16 21:41:22.806913,1,TRUE,2.64,0.3884,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+164
The Open Championship,3_balls,caesars,"Mitchell, Keith","Smith, Cameron / Grehan, Stuart","3_balls caesars 17365 15856,22633",2.25,0.455,0.0237,2026-07-16 21:41:22.806913,3,TRUE,2.25,0.455,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+125
The Open Championship,3_balls,draftkings,"Fleetwood, Tommy","Spieth, Jordan / Rahm, Jon","3_balls draftkings 12294 14636,19195",2.4,0.4264,0.0234,2026-07-16 21:41:22.806913,1.5,TRUE,2.4,0.4264,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+140
The Open Championship,3_balls,draftkings,"Kitayama, Kurt","Straka, Sepp / Niemann, Joaquin","3_balls draftkings 21891 17511,18079",2.76,0.3697,0.0204,2026-07-16 21:41:22.806913,1,TRUE,2.76,0.3697,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+176
The Open Championship,3_balls,bet365,"Laopakdee, Fifa","Im, Sungjae / Brown, Dan","3_balls bet365 27019 17488,20766",11,0.1171,0.2877,2026-07-16 21:41:22.806913,-3,FALSE,11,0.1171,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+1000
The Open Championship,3_balls,bet365,"Christensen, Tiger","Parry, John / Cole, Eric","3_balls bet365 31123 13764,21756",8,0.1484,0.1869,2026-07-16 21:41:22.806913,-3.5,FALSE,8,0.1484,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+700
The Open Championship,3_balls,draftkings,"Parry, John","Cole, Eric / Christensen, Tiger","3_balls draftkings 13764 21756,31123",2.42,0.4475,0.083,2026-07-16 21:41:22.806913,-1,FALSE,2.42,0.4475,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+142
The Open Championship,3_balls,betmgm,"Parry, John","Cole, Eric / Christensen, Tiger","3_balls betmgm 13764 21756,31123",2.4,0.4475,0.0741,2026-07-16 21:41:22.806913,-1,FALSE,2.4,0.4475,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+140
The Open Championship,round_matchups,bet365,"Cantlay, Patrick","Koepka, Brooks",round_matchups bet365 15466 16243,1.9,0.5593,0.0627,2026-07-16 21:41:22.806913,0,FALSE,1.9,0.5593,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,-111
The Open Championship,3_balls,draftkings,"Smith, Jordan","Woodland, Gary / Knapp, Jake","3_balls draftkings 18586 12577,19396",2.68,0.393,0.0532,2026-07-16 21:41:22.806913,-0.5,FALSE,2.68,0.393,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+168
The Open Championship,round_matchups,draftkings,"Lowry, Shane","Gotterup, Chris",round_matchups draftkings 13900 27774,2.06,0.511,0.0526,2026-07-16 21:41:22.806913,0,FALSE,2.06,0.511,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+106
The Open Championship,3_balls,fanduel,"Horschel, Billy","Kim, Tom / Howell, Mason","3_balls fanduel 11276 24766,33759",3.3,0.3179,0.049,2026-07-16 21:41:22.806913,0,FALSE,3.3,0.3179,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+230
The Open Championship,3_balls,fanduel,"Henley, Russell","Rose, Justin / Hovland, Viktor","3_balls fanduel 14578 18841,6093",3.2,0.3255,0.0417,2026-07-16 21:41:22.806913,-1.5,FALSE,3.2,0.3255,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+220
The Open Championship,3_balls,betmgm,"Wallace, Matt","Greyserman, Max / Chacarra, Eugenio","3_balls betmgm 20706 23465,26745",2.75,0.3786,0.041,2026-07-16 21:41:22.806913,0.5,FALSE,2.75,0.3786,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+175
The Open Championship,3_balls,draftkings,"Wallace, Matt","Greyserman, Max / Chacarra, Eugenio","3_balls draftkings 20706 23465,26745",2.75,0.3786,0.041,2026-07-16 21:41:22.806913,0.5,FALSE,2.75,0.3786,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+175
The Open Championship,3_balls,draftkings,"Hatton, Tyrrell","Scheffler, Scottie / DeChambeau, Bryson","3_balls draftkings 14796 18417,19841",3.6,0.2871,0.0336,2026-07-16 21:41:22.806913,0,FALSE,3.6,0.2871,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+260
The Open Championship,3_balls,draftkings,"Rozner, Antoine","Yonezawa, Ren / Surratt, Caleb","3_balls draftkings 18770 25739,30463",2.46,0.4201,0.0334,2026-07-16 21:41:22.806913,0,FALSE,2.46,0.4201,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+146
The Open Championship,3_balls,bet365,"Svensson, Jesper","Potgieter, Aldrich / Buchanan, Jack","3_balls bet365 26850 27900,31844",2.5,0.413,0.0324,2026-07-16 21:41:22.806913,-1,FALSE,2.5,0.413,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+150
The Open Championship,3_balls,betmgm,"Fowler, Rickie","MacIntyre, Robert / Fitzpatrick, Alex","3_balls betmgm 12965 23323,25362",3.75,0.2745,0.0294,2026-07-16 21:41:22.806913,-1,FALSE,3.75,0.2745,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+275
The Open Championship,3_balls,fanduel,"Schauffele, Xander","McIlroy, Rory / Fitzpatrick, Matt","3_balls fanduel 19895 10091,17646",3.5,0.2939,0.0285,2026-07-16 21:41:22.806913,0,FALSE,3.5,0.2939,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+250
The Open Championship,3_balls,draftkings,"Lowry, Shane","Koepka, Brooks / Rai, Aaron","3_balls draftkings 13900 16243,18554",2.72,0.378,0.0282,2026-07-16 21:41:22.806913,0.5,FALSE,2.72,0.378,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+172
The Open Championship,3_balls,fanduel,"Wiesberger, Bernd","Clarke, Darren / Saddier, Adrien","3_balls fanduel 9531 14792,3523",2.35,0.4363,0.0252,2026-07-16 21:41:22.806913,-1,FALSE,2.35,0.4363,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+135
The Open Championship,3_balls,fanduel,"Griffin, Ben","Matsuyama, Hideki / Lee, Min Woo","3_balls fanduel 24968 13562,16841",3,0.3407,0.0222,2026-07-16 21:41:22.806913,0.5,FALSE,3,0.3407,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+200
The Open Championship,3_balls,draftkings,"Echavarria, Nico","Cantlay, Patrick / Berger, Daniel","3_balls draftkings 22833 15466,17606",3.5,0.292,0.0219,2026-07-16 21:41:22.806913,0,FALSE,3.5,0.292,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+250
The Open Championship,3_balls,caesars,"Detry, Thomas","Baldwin, Matthew / Nicholas, James","3_balls caesars 14181 13344,27598",2,0.5104,0.0208,2026-07-16 21:41:22.806913,-1,FALSE,2,0.5104,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+100
The Open Championship,3_balls,betmgm,"Lowry, Shane","Koepka, Brooks / Rai, Aaron","3_balls betmgm 13900 16243,18554",2.7,0.378,0.0207,2026-07-16 21:41:22.806913,0.5,FALSE,2.7,0.378,2026-07-16 21:41:22.806913,TRUE,FALSE,2026-07-16 21:41:22.806913,+170
The Open Championship,round_matchups,fanduel,"Fitzpatrick, Matt","Clark, Wyndham",round_matchups fanduel 17646 23604,1.73,0.5915,0.0217,2026-07-16 22:53:27.655601,0,FALSE,1.73,0.5915,2026-07-16 22:53:27.655601,TRUE,FALSE,2026-07-16 22:53:27.655601,-137
The Open Championship,3_balls,fanduel,"Hovland, Viktor","Rose, Justin / Henley, Russell","3_balls fanduel 18841 14578,6093",2.7,0.3903,0.0538,2026-07-16 23:54:34.880771,1.5,TRUE,2.7,0.3903,2026-07-16 23:54:34.880771,TRUE,FALSE,2026-07-16 23:54:34.880771,+170
The Open Championship,3_balls,betmgm,"Clarke, Darren","Wiesberger, Bernd / Saddier, Adrien","3_balls betmgm 3523 14792,9531",4.35,0.243,0.0573,2026-07-16 23:54:34.880771,-1.5,FALSE,4.35,0.243,2026-07-16 23:54:34.880771,TRUE,FALSE,2026-07-16 23:54:34.880771,+335
The Open Championship,3_balls,fanduel,"Hollick, Michael","Harrington, Padraig / Penge, Marco","3_balls fanduel 15993 22465,5716",3.5,0.2985,0.0449,2026-07-17 05:24:05.76476,-2,FALSE,3.5,0.2985,2026-07-17 05:24:05.76476,TRUE,FALSE,2026-07-17 05:24:05.76476,+250
The Open Championship,round_matchups,fanduel,"Bridgeman, Jacob","McIlroy, Rory",round_matchups fanduel 29433 10091,3.25,0.3459,0.1241,2026-07-17 23:31:20.42236,2,TRUE,3.25,0.3459,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+225
The Open Championship,round_matchups,draftkings,"Bridgeman, Jacob","McIlroy, Rory",round_matchups draftkings 29433 10091,3.2,0.3459,0.1068,2026-07-17 23:31:20.42236,2,TRUE,3.2,0.3459,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+220
The Open Championship,round_matchups,draftkings,"Gerard, Ryan","Young, Cameron",round_matchups draftkings 29767 26651,2.38,0.455,0.0829,2026-07-17 23:31:20.42236,1,TRUE,2.38,0.455,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+138
The Open Championship,round_matchups,fanduel,"Fox, Ryan","Schauffele, Xander",round_matchups fanduel 11889 19895,2.62,0.4086,0.0725,2026-07-17 23:31:20.42236,1,TRUE,2.62,0.4086,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+162
The Open Championship,round_matchups,fanduel,"Brown, Dan","John, Cameron",round_matchups fanduel 20766 19390,1.62,0.6587,0.064,2026-07-17 23:31:20.42236,2,TRUE,1.62,0.6587,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,-161
The Open Championship,round_matchups,fanduel,"Echavarria, Nico","Southgate, Matthew",round_matchups fanduel 22833 15191,1.73,0.6064,0.0474,2026-07-17 23:31:20.42236,3,TRUE,1.73,0.6064,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,-137
The Open Championship,round_matchups,draftkings,"Fox, Ryan","Schauffele, Xander",round_matchups draftkings 11889 19895,2.56,0.4086,0.0459,2026-07-17 23:31:20.42236,1,TRUE,2.56,0.4086,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+156
The Open Championship,round_matchups,draftkings,"Kim, Si Woo","Young, Cameron",round_matchups draftkings 14609 26651,1.98,0.5244,0.0385,2026-07-17 23:31:20.42236,1,TRUE,1.98,0.5244,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,-102
The Open Championship,round_matchups,fanduel,"Conners, Corey","Straka, Sepp",round_matchups fanduel 17576 17511,1.9,0.5442,0.0339,2026-07-17 23:31:20.42236,1,TRUE,1.9,0.5442,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,-111
The Open Championship,round_matchups,draftkings,"Burns, Sam","DeChambeau, Bryson",round_matchups draftkings 19483 19841,1.98,0.5199,0.0296,2026-07-17 23:31:20.42236,2,TRUE,1.98,0.5199,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,-102
The Open Championship,round_matchups,draftkings,"Fleetwood, Tommy","Rahm, Jon",round_matchups draftkings 12294 19195,1.91,0.537,0.0251,2026-07-17 23:31:20.42236,2,TRUE,1.91,0.537,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,-110
The Open Championship,round_matchups,fanduel,"Gerard, Ryan","Young, Cameron",round_matchups fanduel 29767 26651,2.25,0.455,0.0238,2026-07-17 23:31:20.42236,1,TRUE,2.25,0.455,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+125
The Open Championship,round_matchups,draftkings,"Molinari, Francesco","Scheffler, Scottie",round_matchups draftkings 7655 18417,4.25,0.2684,0.1409,2026-07-17 23:31:20.42236,-2,FALSE,4.25,0.2684,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+325
The Open Championship,round_matchups,draftkings,"Bradley, Keegan","Potgieter, Aldrich",round_matchups draftkings 13872 27900,1.82,0.6119,0.1134,2026-07-17 23:31:20.42236,0,FALSE,1.82,0.6119,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,-122
The Open Championship,round_matchups,draftkings,"Scott, Adam","Gotterup, Chris",round_matchups draftkings 6430 27774,2.26,0.4642,0.0491,2026-07-17 23:31:20.42236,-1,FALSE,2.26,0.4642,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+126
The Open Championship,round_matchups,bet365,"Rahm, Jon","McIlroy, Rory",round_matchups bet365 19195 10091,2.2,0.4737,0.0421,2026-07-17 23:31:20.42236,0,FALSE,2.2,0.4737,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+120
The Open Championship,round_matchups,draftkings,"Neergaard-Petersen, Rasmus","Morikawa, Collin",round_matchups draftkings 23841 22085,2.66,0.3918,0.0421,2026-07-17 23:31:20.42236,-1,FALSE,2.66,0.3918,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+166
The Open Championship,round_matchups,draftkings,"Jarvis, Casey","Kitayama, Kurt",round_matchups draftkings 26947 21891,2.28,0.4536,0.0342,2026-07-17 23:31:20.42236,-2,FALSE,2.28,0.4536,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+128
The Open Championship,round_matchups,draftkings,"Sullivan, Andy","Cantlay, Patrick",round_matchups draftkings 15326 15466,2.7,0.3821,0.0318,2026-07-17 23:31:20.42236,-2,FALSE,2.7,0.3821,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+170
The Open Championship,round_matchups,fanduel,"Neergaard-Petersen, Rasmus","Morikawa, Collin",round_matchups fanduel 23841 22085,2.62,0.3918,0.0284,2026-07-17 23:31:20.42236,-1,FALSE,2.62,0.3918,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+162
The Open Championship,round_matchups,draftkings,"McDonald, Jack","Henley, Russell",round_matchups draftkings 16372 14578,3.7,0.2772,0.0258,2026-07-17 23:31:20.42236,-2,FALSE,3.7,0.2772,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+270
The Open Championship,round_matchups,draftkings,"Parry, John","Thorbjornsen, Michael",round_matchups draftkings 13764 26649,2.16,0.4746,0.025,2026-07-17 23:31:20.42236,0,FALSE,2.16,0.4746,2026-07-17 23:31:20.42236,TRUE,FALSE,2026-07-17 23:31:20.42236,+116
The Open Championship,round_matchups,betmgm,"Gerard, Ryan","Young, Cameron",round_matchups betmgm 29767 26651,2.35,0.455,0.0693,2026-07-18 01:03:02.396978,1,TRUE,2.35,0.455,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+135
The Open Championship,round_matchups,betmgm,"Burns, Sam","DeChambeau, Bryson",round_matchups betmgm 19483 19841,2,0.5199,0.0398,2026-07-18 01:03:02.396978,2,TRUE,2,0.5199,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+100
The Open Championship,round_matchups,caesars,"Gerard, Ryan","Young, Cameron",round_matchups caesars 29767 26651,2.27,0.455,0.0329,2026-07-18 01:03:02.396978,1,TRUE,2.27,0.455,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+127
The Open Championship,round_matchups,betmgm,"Bridgeman, Jacob","McIlroy, Rory",round_matchups betmgm 29433 10091,2.95,0.3459,0.0203,2026-07-18 01:03:02.396978,2,TRUE,2.95,0.3459,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+195
The Open Championship,round_matchups,betmgm,"Fleetwood, Tommy","Rahm, Jon",round_matchups betmgm 12294 19195,1.9,0.537,0.0202,2026-07-18 01:03:02.396978,2,TRUE,1.9,0.537,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,-111
The Open Championship,round_matchups,betmgm,"Bradley, Keegan","Potgieter, Aldrich",round_matchups betmgm 13872 27900,1.8,0.6119,0.1014,2026-07-18 01:03:02.396978,0,FALSE,1.8,0.6119,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,-125
The Open Championship,round_matchups,betmgm,"Scott, Adam","Gotterup, Chris",round_matchups betmgm 6430 27774,2.25,0.4642,0.0445,2026-07-18 01:03:02.396978,-1,FALSE,2.25,0.4642,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+125
The Open Championship,round_matchups,betmgm,"Herbert, Lucas","Suber, Jackson",round_matchups betmgm 17064 29279,2,0.5127,0.0255,2026-07-18 01:03:02.396978,-3,FALSE,2,0.5127,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+100
The Open Championship,round_matchups,caesars,"Hisatsune, Ryo","Lee, Min Woo",round_matchups caesars 22760 16841,2.5,0.409,0.0224,2026-07-18 01:03:02.396978,0,FALSE,2.5,0.409,2026-07-18 01:03:02.396978,TRUE,FALSE,2026-07-18 01:03:02.396978,+150
